sequence_ID,bifurcation_points
2273,1500
2274,1500
2275,1500
2276,1500
2277,1500
2278,1500
2279,1500
2280,1500
2281,1500
2282,1500
2283,1500
2284,1500
2285,1500
2286,1500
2287,1500
2288,1500
2289,1500
2290,1500
2291,1500
2292,1500
2293,1500
2294,1500
2295,1500
2296,1500
2297,1500
2298,1500
2299,1500
2300,1500
2301,1500
2302,1500
2303,1500
2304,1500
2305,1500
2306,1500
2307,1500
2308,1500
2309,1500
2310,1500
2311,1500
2312,1500
2313,1500
2314,1500
2315,1500
2316,1500
2317,1500
2318,1500
2319,1500
2320,1500
2321,1500
2322,1500
2323,1500
2324,1500
2325,1500
2326,1500
2327,1500
2328,1500
2329,1500
2330,1500
2331,1500
2332,1500
2333,1500
2334,1500
2335,1500
2336,1500
2337,1500
2338,1500
2339,1500
2340,1500
2341,1500
2342,1500
2343,1500
2344,1500
2345,1500
2346,1500
2347,1500
2348,1500
2349,1500
2350,1500
2351,1500
2352,1500
2353,1500
2354,1500
2355,1500
2356,1500
2357,1500
2358,1500
2359,1500
2360,1500
2361,1500
2362,1500
2363,1500
2364,1500
2365,1500
2366,1500
2367,1500
2368,1500
2369,1500
2370,1500
2371,1500
2372,1500
2373,1500
2374,1500
2375,1500
2376,1500
2377,1500
2378,1500
2379,1500
2380,1500
2381,1500
2382,1500
2383,1500
2384,1500
2385,1500
2386,1500
2387,1500
2388,1500
2389,1500
2390,1500
2391,1500
2392,1500
2393,1500
2394,1500
2395,1500
2396,1500
2397,1500
2398,1500
2399,1500
2400,1500
2401,1500
2402,1500
2403,1500
2404,1500
2405,1500
2406,1500
2407,1500
2408,1500
2409,1500
2410,1500
2411,1500
2412,1500
2413,1500
2414,1500
2415,1500
2416,1500
2417,1500
2418,1500
2419,1500
2420,1500
2421,1500
2422,1500
2423,1500
2424,1500
2425,1500
2426,1500
2427,1500
2428,1500
2429,1500
2430,1500
2431,1500
2432,1500
2433,1500
2434,1500
2435,1500
2436,1500
2437,1500
2438,1500
2439,1500
2440,1500
2441,1500
2442,1500
2443,1500
2444,1500
2445,1500
2446,1500
2447,1500
2448,1500
2449,1500
2450,1500
2451,1500
2452,1500
2453,1500
2454,1500
2455,1500
2456,1500
2457,1500
2458,1500
2459,1500
2460,1500
2461,1500
2462,1500
2463,1500
2464,1500
2465,1500
2466,1500
2467,1500
2468,1500
2469,1500
2470,1500
2471,1500
2472,1500
2473,1500
2474,1500
2475,1500
2476,1500
2477,1500
2478,1500
2479,1500
2480,1500
2481,1500
2482,1500
2483,1500
2484,1500
2485,1500
2486,1500
2487,1500
2488,1500
2489,1500
2490,1500
2491,1500
2492,1500
2493,1500
2494,1500
2495,1500
2496,1500
2497,1500
2498,1500
2499,1500
2500,1500
2501,753.28
2502,980.9
2503,636.13
2504,1014.19
2505,954.96
2506,905.09
2507,720.88
2508,585.04
2509,918.48
2510,1200.34
2511,784.71
2512,789.97
2513,735.37
2514,968.8
2515,1485.63
2516,865.83
2517,1024.83
2518,1067.24
2519,739.08
2520,1185.64
2521,624.59
2522,972.86
2523,1219.87
2524,1276.51
2525,847.4
2526,1057.26
2527,912.07
2528,846.12
2529,618.66
2530,966.48
2531,862.83
2532,832.81
2533,1278.87
2534,710.29
2535,768.7
2536,1410.68
2537,681.64
2538,627
2539,936.21
2540,1472.25
2541,1149.9
2542,948.18
2543,572.61
2544,982.39
2545,685.32
2546,609.77
2547,573.65
2548,1039.59
2549,1083.77
2550,811.02
2551,1432.89
2552,753.06
2553,904.68
2554,875.88
2555,850.48
2556,705.07
2557,748
2558,1337.17
2559,1097.38
2560,894.73
2561,748.31
2562,763.54
2563,923.78
2564,1087.79
2565,929.16
2566,820.47
2567,1158.38
2568,1283.23
2569,831.76
2570,1160.55
2571,653.32
2572,928.72
2573,632.05
2574,713.89
2575,802.6
2576,915.24
2577,1004.13
2578,1416.47
2579,808.13
2580,1124.6
2581,1207.98
2582,1118.81
2583,830.32
2584,1029.11
2585,1294.56
2586,1102.42
2587,1074.36
2588,651.97
2589,614.05
2590,1089.25
2591,720.52
2592,1210.65
2593,744.38
2594,868.89
2595,1173.47
2596,1322.13
2597,1011.33
2598,1498.51
2599,1415.41
2600,1236.78
2601,818.84
2602,1309.3
2603,911.45
2604,1286.99
2605,822.06
2606,867.95
2607,703.46
2608,966.39
2609,806.08
2610,1316.79
2611,708.13
2612,1042.76
2613,908.89
2614,950.42
2615,838.87
2616,740.02
2617,519.13
2618,643.13
2619,728.74
2620,1029.22
2621,716.51
2622,547.84
2623,957.54
2624,802.43
2625,1414.93
2626,628.84
2627,778.47
2628,881.94
2629,1087.79
2630,940.77
2631,745.59
2632,692.7
2633,1107.25
2634,786.36
2635,1116.18
2636,988.08
2637,636.82
2638,1064.4
2639,865.73
2640,1321.99
2641,1451.96
2642,1007.44
2643,546.22
2644,1166.48
2645,1087.2
2646,847.1
2647,1136.24
2648,852.53
2649,1485.85
2650,787.08
2651,713.04
2652,1011.71
2653,1033.94
2654,1049.63
2655,769.2
2656,1065.66
2657,1143.92
2658,986.06
2659,546.61
2660,511.02
2661,552.22
2662,987.64
2663,780.1
2664,1162.88
2665,637.37
2666,740.2
2667,880.35
2668,1097.32
2669,1214.4
2670,839.82
2671,641.49
2672,894.17
2673,909.69
2674,1119.38
2675,1398.42
2676,991.91
2677,734.7
2678,1097.22
2679,1070.18
2680,848.48
2681,846.99
2682,1084.59
2683,918
2684,1057.33
2685,958.06
2686,800.06
2687,880.16
2688,824.65
2689,796.16
2690,1077.96
2691,816.32
2692,744.9
2693,1339.02
2694,836.51
2695,717.89
2696,783.72
2697,1361.29
2698,1304.89
2699,1490
2700,867.92
2701,685.27
2702,631.42
2703,655.53
2704,688.11
2705,606.65
2706,1265.73
2707,918.65
2708,1117.02
2709,825.18
2710,1105.2
2711,781.73
2712,1168.42
2713,889.79
2714,846.73
2715,1231.73
2716,875.36
2717,803.84
2718,653.15
2719,897.13
2720,1360.39
2721,1311.42
2722,1037.54
2723,1239.14
2724,719.63
2725,1229.38
2726,683.59
2727,689.3
2728,1041.97
2729,1281.57
2730,694.78
2731,1317.51
2732,916.33
2733,1252.54
2734,1398.4
2735,1003.8
2736,712.79
2737,870.83
2738,703.73
2739,782.05
2740,1168.98
2741,1125.6
2742,872.32
2743,887.05
2744,650.26
2745,651.14
2746,998.77
2747,900.72
2748,763.2
2749,1191.27
2750,1341.91
2751,750.64
2752,1235.39
2753,697.68
2754,576.58
2755,659.14
2756,720.91
2757,903.43
2758,775.98
2759,866.02
2760,919.63
2761,624.61
2762,1048.39
2763,1384.45
2764,1038.33
2765,1440.78
2766,826.07
2767,1436.07
2768,548.09
2769,1039.89
2770,861.36
2771,788.65
2772,686.26
2773,841.14
2774,952.6
2775,758.55
2776,880.89
2777,616.01
2778,1072.82
2779,1186.78
2780,817.64
2781,711.15
2782,1211.52
2783,944.03
2784,1196.12
2785,623.74
2786,1420.91
2787,1401.31
2788,925.38
2789,1164.42
2790,584.69
2791,751.31
2792,794.55
2793,697.26
2794,662.97
2795,641.67
2796,1065.82
2797,1228.84
2798,774.66
2799,567.56
2800,859.24
2801,532.88
2802,1132.32
2803,758.39
2804,695.55
2805,524.1
2806,947.52
2807,674.57
2808,807.57
2809,1451.42
2810,810
2811,1228.71
2812,806.77
2813,1140.79
2814,1060.26
2815,820.8
2816,574.57
2817,604.73
2818,1439.19
2819,1028.55
2820,810.78
2821,764.99
2822,746.51
2823,712
2824,997.58
2825,775.57
2826,669.08
2827,770.68
2828,714.97
2829,796.86
2830,1481.35
2831,1149.88
2832,1420.69
2833,880.83
2834,807.26
2835,831.56
2836,1128.18
2837,873.9
2838,1036.12
2839,826.09
2840,555.37
2841,1264.45
2842,1159.46
2843,761.21
2844,957.75
2845,634.21
2846,1153.91
2847,624.06
2848,820.82
2849,1181.94
2850,555.44
2851,1392.62
2852,1243.06
2853,903.15
2854,695.31
2855,748.42
2856,1309.9
2857,1478.59
2858,1062.2
2859,750.74
2860,1115.46
2861,1349.03
2862,1207.9
2863,945.37
2864,1378.98
2865,1186.43
2866,540.35
2867,1451.92
2868,903.25
2869,833.81
2870,856.06
2871,790.8
2872,1160
2873,665.77
2874,826.74
2875,696.69
2876,1386.57
2877,712.05
2878,1262.49
2879,1274.17
2880,701.87
2881,1258.27
2882,1068.57
2883,773.33
2884,780.39
2885,709.03
2886,871.58
2887,713.5
2888,693.2
2889,801.43
2890,726.19
2891,1164.28
2892,761.15
2893,656.92
2894,768.35
2895,898.99
2896,900.89
2897,812.08
2898,1373.21
2899,1244.75
2900,791.18
2901,960.49
2902,975.03
2903,929.57
2904,1496.4
2905,673.8
2906,1144.3
2907,1319.64
2908,1278.9
2909,639.69
2910,1018.38
2911,807.53
2912,732.96
2913,982.97
2914,1433.67
2915,743.24
2916,777.06
2917,672.29
2918,1280.04
2919,933.8
2920,743.89
2921,1423.7
2922,1155.35
2923,923.71
2924,1232.35
2925,942.12
2926,816.85
2927,819.74
2928,1048.12
2929,607.75
2930,695.27
2931,1457.06
2932,890.32
2933,1411.44
2934,797.2
2935,818.89
2936,821.11
2937,807.85
2938,829.15
2939,1148.74
2940,1060.88
2941,1118.36
2942,1130.61
2943,850.86
2944,835.6
2945,1104.75
2946,1137.19
2947,752.51
2948,759.6
2949,741.59
2950,572.54
2951,761.55
2952,767.98
2953,810.4
2954,1058.16
2955,745.76
2956,953.71
2957,1400.41
2958,1017.66
2959,1022.35
2960,1074.43
2961,858.54
2962,1305.35
2963,677.92
2964,708.73
2965,701.22
2966,901.53
2967,1434.99
2968,790.39
2969,1045.45
2970,1287.04
2971,1116.21
2972,1013.27
2973,827.17
2974,937.6
2975,632.7
2976,1483.14
2977,815.96
2978,915.91
2979,609.87
2980,988.3
2981,986.1
2982,867.73
2983,1332.5
2984,672.19
2985,1246.79
2986,1288.14
2987,1323.32
2988,1221.29
2989,1176.29
2990,954.22
2991,1099.58
2992,1381.27
2993,818
2994,887.77
2995,795.03
2996,1302.24
2997,767.2
2998,1036.08
2999,821.59
3000,1100.87
3001,1500
3002,1500
3003,1500
3004,1500
3005,1500
3006,1500
3007,1500
3008,1500
3009,1500
3010,1500
3011,1500
3012,1500
3013,1500
3014,1500
3015,1500
3016,1500
3017,1500
3018,1500
3019,1500
3020,1500
3021,1500
3022,1500
3023,1500
3024,1500
3025,1500
3026,1500
3027,1500
3028,1500
3029,1500
3030,1500
3031,1500
3032,1500
3033,1500
3034,1500
3035,1500
3036,1500
3037,1500
3038,1500
3039,1500
3040,1500
3041,1500
3042,1500
3043,1500
3044,1500
3045,1500
3046,1500
3047,1500
3048,1500
3049,1500
3050,1500
3051,1500
3052,1500
3053,1500
3054,1500
3055,1500
3056,1500
3057,1500
3058,1500
3059,1500
3060,1500
3061,1500
3062,1500
3063,1500
3064,1500
3065,1500
3066,1500
3067,1500
3068,1500
3069,1500
3070,1500
3071,1500
3072,1500
3073,1500
3074,1500
3075,1500
3076,1500
3077,1500
3078,1500
3079,1500
3080,1500
3081,1500
3082,1500
3083,1500
3084,1500
3085,1500
3086,1500
3087,1500
3088,1500
3089,1500
3090,1500
3091,1500
3092,1500
3093,1500
3094,1500
3095,1500
3096,1500
3097,1500
3098,1500
3099,1500
3100,1500
3101,1500
3102,1500
3103,1500
3104,1500
3105,1500
3106,1500
3107,1500
3108,1500
3109,1500
3110,1500
3111,1500
3112,1500
3113,1500
3114,1500
3115,1500
3116,1500
3117,1500
3118,1500
3119,1500
3120,1500
3121,1500
3122,1500
3123,1500
3124,1500
3125,1500
3126,1500
3127,1500
3128,1500
3129,1500
3130,1500
3131,1500
3132,1500
3133,1500
3134,1500
3135,1500
3136,1500
3137,1500
3138,1500
3139,1500
3140,1500
3141,1500
3142,1500
3143,1500
3144,1500
3145,1500
3146,1500
3147,1500
3148,1500
3149,1500
3150,1500
3151,1500
3152,1500
3153,1500
3154,1500
3155,1500
3156,1500
3157,1500
3158,1500
3159,1500
3160,1500
3161,1500
3162,1500
3163,1500
3164,1500
3165,1500
3166,1500
3167,1500
3168,1500
3169,1500
3170,1500
3171,1500
3172,1500
3173,1500
3174,1500
3175,1500
3176,1500
3177,1500
3178,1500
3179,1500
3180,1500
3181,1500
3182,1500
3183,1500
3184,1500
3185,1500
3186,1500
3187,1500
3188,1500
3189,1500
3190,1500
3191,1500
3192,1500
3193,1500
3194,1500
3195,1500
3196,1500
3197,1500
3198,1500
3199,1500
3200,1500
3201,1500
3202,1500
3203,1500
3204,1500
3205,1500
3206,1500
3207,1500
3208,1500
3209,1500
3210,1500
3211,1500
3212,1500
3213,1500
3214,1500
3215,1500
3216,1500
3217,1500
3218,1500
3219,1500
3220,1500
3221,1500
3222,1500
3223,1500
3224,1500
3225,1500
3226,1500
3227,1500
3228,1500
3229,1500
3230,1500
3231,1500
3232,1500
3233,1500
3234,1500
3235,1500
3236,1500
3237,1500
3238,1500
3239,1500
3240,1500
3241,1500
3242,1500
3243,1500
3244,1500
3245,1500
3246,1500
3247,1500
3248,1500
3249,1500
3250,1500
3251,1500
3252,1500
3253,1500
3254,1500
3255,1500
3256,1500
3257,1500
3258,1500
3259,1500
3260,1500
3261,1500
3262,1500
3263,1500
3264,1500
3265,1500
3266,1500
3267,1500
3268,1500
3269,1500
3270,1500
3271,1500
3272,1500
3273,1500
3274,1500
3275,1500
3276,1500
3277,1500
3278,1500
3279,1500
3280,1500
3281,1500
3282,1500
3283,1500
3284,1500
3285,1500
3286,1500
3287,1500
3288,1500
3289,1500
3290,1500
3291,1500
3292,1500
3293,1500
3294,1500
3295,1500
3296,1500
3297,1500
3298,1500
3299,1500
3300,1500
3301,1500
3302,1500
3303,1500
3304,1500
3305,1500
3306,1500
3307,1500
3308,1500
3309,1500
3310,1500
3311,1500
3312,1500
3313,1500
3314,1500
3315,1500
3316,1500
3317,1500
3318,1500
3319,1500
3320,1500
3321,1500
3322,1500
3323,1500
3324,1500
3325,1500
3326,1500
3327,1500
3328,1500
3329,1500
3330,1500
3331,1500
3332,1500
3333,1500
3334,1500
3335,1500
3336,1500
3337,1500
3338,1500
3339,1500
3340,1500
3341,1500
3342,1500
3343,1500
3344,1500
3345,1500
3346,1500
3347,1500
3348,1500
3349,1500
3350,1500
3351,1500
3352,1500
3353,1500
3354,1500
3355,1500
3356,1500
3357,1500
3358,1500
3359,1500
3360,1500
3361,1500
3362,1500
3363,1500
3364,1500
3365,1500
3366,1500
3367,1500
3368,1500
3369,1500
3370,1500
3371,1500
3372,1500
3373,1500
3374,1500
3375,1500
3376,1500
3377,1500
3378,1500
3379,1500
3380,1500
3381,1500
3382,1500
3383,1500
3384,1500
3385,1500
3386,1500
3387,1500
3388,1500
3389,1500
3390,1500
3391,1500
3392,1500
3393,1500
3394,1500
3395,1500
3396,1500
3397,1500
3398,1500
3399,1500
3400,1500
3401,1500
3402,1500
3403,1500
3404,1500
3405,1500
3406,1500
3407,1500
3408,1500
3409,1500
3410,1500
3411,1500
3412,1500
3413,1500
3414,1500
3415,1500
3416,1500
3417,1500
3418,1500
3419,1500
3420,1500
3421,1500
3422,1500
3423,1500
3424,1500
3425,1500
3426,1500
3427,1500
3428,1500
3429,1500
3430,1500
3431,1500
3432,1500
3433,1500
3434,1500
3435,1500
3436,1500
3437,1500
3438,1500
3439,1500
3440,1500
3441,1500
3442,1500
3443,1500
3444,1500
3445,1500
3446,1500
3447,1500
3448,1500
3449,1500
3450,1500
3451,1500
3452,1500
3453,1500
3454,1500
3455,1500
3456,1500
3457,1500
3458,1500
3459,1500
3460,1500
3461,1500
3462,1500
3463,1500
3464,1500
3465,1500
3466,1500
3467,1500
3468,1500
3469,1500
3470,1500
3471,1500
3472,1500
3473,1500
3474,1500
3475,1500
3476,1500
3477,1500
3478,1500
3479,1500
3480,1500
3481,1500
3482,1500
3483,1500
3484,1500
3485,1500
3486,1500
3487,1500
3488,1500
3489,1500
3490,1500
3491,1500
3492,1500
3493,1500
3494,1500
3495,1500
3496,1500
3497,1500
3498,1500
3499,1500
3500,1500
3501,903.88
3502,794.61
3503,636.3
3504,875.56
3505,807.56
3506,917.71
3507,1440.16
3508,616.38
3509,752.47
3510,1069.53
3511,1330.85
3512,1457.11
3513,1294.75
3514,972.42
3515,849.71
3516,1014.99
3517,1127.23
3518,814.86
3519,898.41
3520,831.41
3521,1180.85
3522,735.43
3523,709.18
3524,599.79
3525,1287.46
3526,755.39
3527,847.91
3528,689.68
3529,689.95
3530,1474.23
3531,1027.06
3532,1006.05
3533,1106.24
3534,1076.8
3535,1171.71
3536,686.31
3537,762.15
3538,827.93
3539,989.24
3540,698.96
3541,724.43
3542,773.57
3543,990.73
3544,1415.66
3545,1343.29
3546,1371.11
3547,1022.1
3548,1133.97
3549,1175.36
3550,669.12
3551,1479.75
3552,1421.56
3553,649.61
3554,870.09
3555,758.54
3556,675.41
3557,1154.29
3558,719.48
3559,806.83
3560,1235.99
3561,1037.83
3562,738.86
3563,715
3564,1015.58
3565,1184.84
3566,1130.81
3567,1453.93
3568,773.55
3569,1297.98
3570,696.2
3571,906.45
3572,1296.71
3573,878.8
3574,818.57
3575,669.41
3576,729.46
3577,1162.49
3578,707.46
3579,867.45
3580,829.18
3581,751.21
3582,924.21
3583,1053.76
3584,868.35
3585,903.04
3586,612.53
3587,801.91
3588,1219.53
3589,677.41
3590,889.89
3591,582.7
3592,1307.77
3593,1434.71
3594,751.7
3595,1364.37
3596,695.21
3597,989.05
3598,1428.11
3599,587.16
3600,983.48
3601,761.94
3602,960.27
3603,742.3
3604,1257.37
3605,807.13
3606,728.04
3607,866.07
3608,982.31
3609,801.83
3610,1080.5
3611,1077.67
3612,898.98
3613,719
3614,1276.61
3615,686.83
3616,732.72
3617,1321.73
3618,776.81
3619,1417.12
3620,696.48
3621,661.47
3622,1202.88
3623,1012.98
3624,795.76
3625,944.57
3626,1476.22
3627,1062.13
3628,1248.68
3629,744.19
3630,1063.06
3631,741.56
3632,889.38
3633,577.14
3634,986.17
3635,884.56
3636,1475.76
3637,589.38
3638,1293.09
3639,1324.82
3640,1070.12
3641,1438.6
3642,951.45
3643,783.29
3644,1054.32
3645,1406.47
3646,1412.58
3647,914.66
3648,845.3
3649,582.51
3650,532.31
3651,799.75
3652,1134.52
3653,707.03
3654,1037.43
3655,952.48
3656,1068.23
3657,809.59
3658,1184.66
3659,626.6
3660,864.2
3661,622.38
3662,1218.84
3663,875.42
3664,894.32
3665,1413.23
3666,953.39
3667,886.94
3668,724.68
3669,942.36
3670,748.82
3671,593.89
3672,760.43
3673,611.17
3674,701.06
3675,643.28
3676,688.76
3677,918.52
3678,1204.43
3679,737.26
3680,738.15
3681,1432.55
3682,644.46
3683,909.08
3684,820.89
3685,1243.66
3686,944.87
3687,608.42
3688,627.95
3689,761.31
3690,1349.13
3691,605.05
3692,1235.59
3693,1017.36
3694,744.76
3695,773.83
3696,1478.44
3697,995.48
3698,1032.26
3699,1043.2
3700,1489.68
3701,1046.21
3702,1203.01
3703,947.82
3704,1153.05
3705,683.41
3706,1245.44
3707,535.27
3708,1202.34
3709,1250.35
3710,979.86
3711,897.27
3712,917.06
3713,771.02
3714,1443.06
3715,695.89
3716,894.67
3717,638.7
3718,682.45
3719,730.98
3720,851.8
3721,1465.88
3722,1137.52
3723,818.07
3724,1336.49
3725,837.35
3726,837.89
3727,639.1
3728,756.46
3729,1164.57
3730,808.3
3731,688.43
3732,830.04
3733,846.6
3734,1106.24
3735,686.75
3736,995.33
3737,1151.36
3738,1120.88
3739,822.53
3740,631.97
3741,675.18
3742,727.63
3743,825.69
3744,805.48
3745,1205.69
3746,780.07
3747,958.44
3748,581.34
3749,747.35
3750,791.43
3751,1445.83
3752,776.94
3753,1026.86
3754,838.25
3755,628.34
3756,597.53
3757,1235.06
3758,1225.5
3759,651.29
3760,935.53
3761,1454.91
3762,920.51
3763,1299.94
3764,705.51
3765,895.07
3766,670.85
3767,1013.9
3768,1339.51
3769,1216.01
3770,1330.39
3771,745.77
3772,1114.55
3773,644.88
3774,1072.61
3775,860.23
3776,685.01
3777,679.41
3778,996.2
3779,544.17
3780,959.63
3781,652.93
3782,928.75
3783,798.1
3784,556.22
3785,918.94
3786,888.59
3787,967.89
3788,676.12
3789,1278.05
3790,734.79
3791,939.91
3792,1235.42
3793,872.19
3794,1336.42
3795,813.71
3796,1041.64
3797,703.14
3798,1006.88
3799,748.82
3800,1155.09
3801,879.31
3802,710.73
3803,926.14
3804,891.97
3805,780.27
3806,1306.06
3807,1075.96
3808,1261.67
3809,1199.32
3810,848.15
3811,1105.6
3812,632.28
3813,995.92
3814,966.72
3815,884.59
3816,1030.66
3817,943.59
3818,1192.71
3819,1222.7
3820,765.65
3821,1403.99
3822,834.81
3823,1308.9
3824,1088.05
3825,1050.89
3826,1166.04
3827,697.13
3828,1070.49
3829,734.42
3830,1055.3
3831,622.1
3832,955.96
3833,710.24
3834,901.92
3835,770.36
3836,1148.21
3837,1001.43
3838,849.63
3839,721.13
3840,1276.02
3841,1398.28
3842,1380.7
3843,686.87
3844,1046.27
3845,557.96
3846,627.26
3847,1011.91
3848,806.29
3849,785
3850,961.12
3851,1056.82
3852,661.89
3853,1307.96
3854,997.88
3855,872.73
3856,1002.6
3857,730.17
3858,1449
3859,897.88
3860,673.38
3861,888.75
3862,700.52
3863,844.07
3864,1054.49
3865,986.9
3866,595.54
3867,649.15
3868,955.37
3869,941.27
3870,1468.56
3871,837.98
3872,1278.14
3873,941.39
3874,1046.9
3875,939.54
3876,642.43
3877,780.62
3878,568.11
3879,1496
3880,1377.79
3881,761.76
3882,773.36
3883,743.23
3884,1481.09
3885,1140.09
3886,656.86
3887,1065.21
3888,1206.35
3889,1080.28
3890,661.03
3891,837.54
3892,1299.89
3893,747.4
3894,1023.53
3895,885.07
3896,1355.31
3897,869.23
3898,1037.59
3899,709.44
3900,1297.5
3901,1115.93
3902,914.51
3903,1308.49
3904,989.45
3905,844.48
3906,1003.07
3907,892.55
3908,1334.72
3909,813.8
3910,1129.3
3911,969.86
3912,589.72
3913,1101.5
3914,683.57
3915,949.64
3916,1279.88
3917,1368.38
3918,1299.25
3919,940.83
3920,934.09
3921,1014.19
3922,1067.26
3923,677.29
3924,1169.15
3925,793.99
3926,796.86
3927,1006.79
3928,758.48
3929,864.43
3930,877.01
3931,1458.86
3932,590.78
3933,557.62
3934,1072.23
3935,1277.27
3936,817.08
3937,1066.75
3938,1283.5
3939,998.32
3940,791.01
3941,588.03
3942,795.97
3943,876.25
3944,582.67
3945,1076.15
3946,920.86
3947,899.68
3948,689.26
3949,680.91
3950,998.78
3951,741.11
3952,1408.34
3953,864.01
3954,888.56
3955,1363.83
3956,1365.32
3957,723.56
3958,516.41
3959,1127.48
3960,612.83
3961,667.11
3962,708.01
3963,841.05
3964,800.22
3965,761.79
3966,831.47
3967,786.33
3968,699.03
3969,951.04
3970,1239.34
3971,872.23
3972,882.51
3973,617.25
3974,738.32
3975,837.67
3976,647.02
3977,1424.5
3978,890.22
3979,1225.59
3980,723.45
3981,1066.26
3982,776.37
3983,1217.91
3984,1240.49
3985,572.45
3986,779.84
3987,1484.76
3988,876.45
3989,1006.84
3990,742.96
3991,740.8
3992,965.06
3993,776.62
3994,745.02
3995,1107.97
3996,840.63
3997,784.46
3998,1262.77
3999,773.66
4000,847.78
4001,1500
4002,1500
4003,1500
4004,1500
4005,1500
4006,1500
4007,1500
4008,1500
4009,1500
4010,1500
4011,1500
4012,1500
4013,1500
4014,1500
4015,1500
4016,1500
4017,1500
4018,1500
4019,1500
4020,1500
4021,1500
4022,1500
4023,1500
4024,1500
4025,1500
4026,1500
4027,1500
4028,1500
4029,1500
4030,1500
4031,1500
4032,1500
4033,1500
4034,1500
4035,1500
4036,1500
4037,1500
4038,1500
4039,1500
4040,1500
4041,1500
4042,1500
4043,1500
4044,1500
4045,1500
4046,1500
4047,1500
4048,1500
4049,1500
4050,1500
4051,1500
4052,1500
4053,1500
4054,1500
4055,1500
4056,1500
4057,1500
4058,1500
4059,1500
4060,1500
4061,1500
4062,1500
4063,1500
4064,1500
4065,1500
4066,1500
4067,1500
4068,1500
4069,1500
4070,1500
4071,1500
4072,1500
4073,1500
4074,1500
4075,1500
4076,1500
4077,1500
4078,1500
4079,1500
4080,1500
4081,1500
4082,1500
4083,1500
4084,1500
4085,1500
4086,1500
4087,1500
4088,1500
4089,1500
4090,1500
4091,1500
4092,1500
4093,1500
4094,1500
4095,1500
4096,1500
4097,1500
4098,1500
4099,1500
4100,1500
4101,1500
4102,1500
4103,1500
4104,1500
4105,1500
4106,1500
4107,1500
4108,1500
4109,1500
4110,1500
4111,1500
4112,1500
4113,1500
4114,1500
4115,1500
4116,1500
4117,1500
4118,1500
4119,1500
4120,1500
4121,1500
4122,1500
4123,1500
4124,1500
4125,1500
4126,1500
4127,1500
4128,1500
4129,1500
4130,1500
4131,1500
4132,1500
4133,1500
4134,1500
4135,1500
4136,1500
4137,1500
4138,1500
4139,1500
4140,1500
4141,1500
4142,1500
4143,1500
4144,1500
4145,1500
4146,1500
4147,1500
4148,1500
4149,1500
4150,1500
4151,1500
4152,1500
4153,1500
4154,1500
4155,1500
4156,1500
4157,1500
4158,1500
4159,1500
4160,1500
4161,1500
4162,1500
4163,1500
4164,1500
4165,1500
4166,1500
4167,1500
4168,1500
4169,1500
4170,1500
4171,1500
4172,1500
4173,1500
4174,1500
4175,1500
4176,1500
4177,1500
4178,1500
4179,1500
4180,1500
4181,1500
4182,1500
4183,1500
4184,1500
4185,1500
4186,1500
4187,1500
4188,1500
4189,1500
4190,1500
4191,1500
4192,1500
4193,1500
4194,1500
4195,1500
4196,1500
4197,1500
4198,1500
4199,1500
4200,1500
4201,1500
4202,1500
4203,1500
4204,1500
4205,1500
4206,1500
4207,1500
4208,1500
4209,1500
4210,1500
4211,1500
4212,1500
4213,1500
4214,1500
4215,1500
4216,1500
4217,1500
4218,1500
4219,1500
4220,1500
4221,1500
4222,1500
4223,1500
4224,1500
4225,1500
4226,1500
4227,1500
4228,1500
4229,1500
4230,1500
4231,1500
4232,1500
4233,1500
4234,1500
4235,1500
4236,1500
4237,1500
4238,1500
4239,1500
4240,1500
4241,1500
4242,1500
4243,1500
4244,1500
4245,1500
4246,1500
4247,1500
4248,1500
4249,1500
4250,1500
4251,1500
4252,1500
4253,1500
4254,1500
4255,1500
4256,1500
4257,1500
4258,1500
4259,1500
4260,1500
4261,1500
4262,1500
4263,1500
4264,1500
4265,1500
4266,1500
4267,1500
4268,1500
4269,1500
4270,1500
4271,1500
4272,1500
4273,1500
4274,1500
4275,1500
4276,1500
4277,1500
4278,1500
4279,1500
4280,1500
4281,1500
4282,1500
4283,1500
4284,1500
4285,1500
4286,1500
4287,1500
4288,1500
4289,1500
4290,1500
4291,1500
4292,1500
4293,1500
4294,1500
4295,1500
4296,1500
4297,1500
4298,1500
4299,1500
4300,1500
4301,1500
4302,1500
4303,1500
4304,1500
4305,1500
4306,1500
4307,1500
4308,1500
4309,1500
4310,1500
4311,1500
4312,1500
4313,1500
4314,1500
4315,1500
4316,1500
4317,1500
4318,1500
4319,1500
4320,1500
4321,1500
4322,1500
4323,1500
4324,1500
4325,1500
4326,1500
4327,1500
4328,1500
4329,1500
4330,1500
4331,1500
4332,1500
4333,1500
4334,1500
4335,1500
4336,1500
4337,1500
4338,1500
4339,1500
4340,1500
4341,1500
4342,1500
4343,1500
4344,1500
4345,1500
4346,1500
4347,1500
4348,1500
4349,1500
4350,1500
4351,1500
4352,1500
4353,1500
4354,1500
4355,1500
4356,1500
4357,1500
4358,1500
4359,1500
4360,1500
4361,1500
4362,1500
4363,1500
4364,1500
4365,1500
4366,1500
4367,1500
4368,1500
4369,1500
4370,1500
4371,1500
4372,1500
4373,1500
4374,1500
4375,1500
4376,1500
4377,1500
4378,1500
